Gene ID	source_id	sense - ring	sense - schizont	sense - troph	antisense - ring	antisense - schizont	antisense - troph	sense - Late Trophozoite	sense - Schizont	sense - Gametocyte II	sense - Gametocyte V	sense - asexual blood stages	sense - midgut oocysts	sense - salivary gland sporozoites	sense - 40-5 hours post-invasion	sense - 2-10 hours post-invasion	sense - 7-15 hours post-invasion	sense - 12-20 hours post-invasion	sense - 17-25 hours post-invasion	sense - 32-40 hours post-invasion	sense - 27-35 hours post-invasion	sense - 22-30 hours post-invasion	sense - T05	sense - T10	sense - T15	sense - T20	sense - T30	sense - T25	sense - T35	sense - T40
PF3D7_0105000	PF3D7_0105000.1	279.2	134.51	191.57	23.05	8.04	14.74	8.78	0.99	6.56	1.19	58.99	85.18	0	265.76	244.85	233.88	156.61	172.09	198.35	284.54	285.75	970.58	912.6	669.53	579.93	1001.12	744.86	763.69	515.37
PF3D7_0105100	PF3D7_0105100.1	5.44	31.55	107.07	1.34	4.96	13.34	24.46	6.78	6.84	1.39	1.97	8.93	1.75	1.48	0.85	0.83	0.38	2.09	46.88	48.98	17.43	8.94	1.9	0.46	0.97	73.17	14.52	103.23	68.14
PF3D7_0105200	PF3D7_0105200.1	21.35	102.85	242.54	2.32	9.52	19.94	43.87	20.79	13.79	6.52	12.02	51.85	7.49	31.29	4.41	2.54	15.51	108.51	73.18	111.62	132.41	56.28	12.39	5.9	63.8	242.41	220.22	159.49	96.82
PF3D7_0105300	PF3D7_0105300.1	51.72	564.06	91.74	18.21	125.37	25.05	92.55	294.06	33.39	10.85	8.13	11.86	4.04	306.04	41.08	15.59	4.71	3.75	250.13	66.95	11.95	766.03	176.73	21.9	3.52	51.71	5.82	220.4	1087.94
PF3D7_0105400	PF3D7_0105400.1	48.31	509.57	17.09	17.56	85.67	3.55	6.2	62.68	7.92	1.72	3.68	4.75	4.03	177.92	17.71	10.21	3.64	3.08	65.87	3.31	2.76	283.87	73.08	9.76	1.75	4.46	3.76	6.25	302.82
PF3D7_0105400	PF3D7_0105400.2	48.31	509.57	17.09	17.56	85.67	3.55	6.2	62.68	7.92	1.72	3.68	4.75	4.03	177.92	17.71	10.21	3.64	3.08	65.87	3.31	2.76	283.87	73.08	9.76	1.75	4.46	3.76	6.25	302.82
PF3D7_0105500	PF3D7_0105500.1	2.97	15.49	53.09	1.74	7.7	9.27	10	6.62	5.85	8.28	6.62	18.22	11.04	1.03	0.25	0	0.7	7.27	15.57	25.42	22.04	3.82	3.03	0.54	5.21	63.63	24.6	53.51	30.26
PF3D7_0105600	PF3D7_0105600.1	36.68	16.87	65.68	9.34	2.74	12.52	3.45	14.38	4.08	4.97	10.22	6	72.03	8.08	13.6	31.73	35.79	36.71	20.87	39.03	43.69	10.52	14.11	38.17	47.27	60.47	52.71	49.95	29.44
PF3D7_0105700	PF3D7_0105700.1	4.37	18.49	30.11	0.96	2.64	5.25	1.61	47.49	6.44	18.46	5.58	20.29	9.89	8.39	5.18	3.73	2.82	6.89	39.02	53.22	29.55	26.44	12.64	8.27	4.96	73.12	27.5	99.42	65.6
PF3D7_0105800	PF3D7_0105800.1	36.88	242.12	169.47	4.31	21.51	17.61	15.92	120.31	10.26	17.24	11.43	15.32	13.2	54.21	8.95	4.93	2.31	5.32	112.47	72.63	26.17	123.41	34.21	5.47	2.21	101.9	21.75	171.32	261.42
PF3D7_0105900	PF3D7_0105900.1	8.78	40.02	47.91	1.67	11.56	6.86	19.6	46.32	11.21	7.2	8.83	6.94	5.58	16.76	3.97	2.39	1.29	7.73	48.95	45.62	25.46	36.88	10.52	2.19	1.92	84.35	30.16	89.45	90.5
PF3D7_0106000	PF3D7_0106000.1	40.39	356.52	113.68	6.05	38.85	12.87	5.6	144.23	3.08	9.93	5.02	12.29	20.11	60.35	6.94	1.99	0.88	3.99	81.38	39.07	14.27	138.05	32.72	3.82	2.2	48.56	13.27	89.55	249.4
PF3D7_0106100	PF3D7_0106100.1	131.27	171.31	295.15	9.37	13.74	24.64	86.88	49.51	23.41	6.47	33.12	23.83	17.25	22.44	19.53	50.35	44.28	71.17	75.09	79.93	68.06	52.86	48.53	100.49	140.74	165.85	142.26	164.27	134.49
PF3D7_0106200	PF3D7_0106200.1	16.55	42.37	24.72	3.94	7.93	5.19	8.51	9.75	5.18	1.91	2.68	18.1	3.58	10.82	2.59	2.45	0.61	1.28	40.74	14.6	4.56	32.96	11.94	5.43	3.33	18.92	3.38	38.18	95.42
PF3D7_0106300	PF3D7_0106300.1	417.24	441.37	457.57	62.76	59.22	60.29	23.39	286.56	12.11	10.09	42.4	44.88	42.2	113.88	222.57	255.14	199.1	203.09	350.2	269.23	234.51	163.44	251.97	250.47	227.82	271.87	234.9	375.99	396.78
PF3D7_0106400	PF3D7_0106400.1	421.62	29.53	192.76	75.97	4.29	26.32	45.61	5.99	72.91	14.36	50.21	44.96	11.35	19.74	112.6	217.53	192.04	199.96	21.59	64.59	148.38	78.46	287.96	442.82	574.73	291.67	485.65	107.1	44.74
PF3D7_0106500	PF3D7_0106500.1	8.72	29.97	35.56	2.18	4.26	4.19	1.82	15.7	1.35	2.1	16.39	4.27	1.28	3.8	1.38	1.29	0.84	0.71	33.09	18.63	4.13	12.7	4.6	3.66	1.66	19.31	2.69	47.28	57.82
PF3D7_0106600	PF3D7_0106600.1	0.81	4.3	1.15	0	1.34	0.39	0.23	6.16	1.2	1.2	0.78	0.48	1.79	9.23	2.85	2.69	1.32	0.44	1.5	0.56	0.88	19.47	9.19	3.41	1.04	0.72	0.68	3.58	18.47
PF3D7_0106700	PF3D7_0106700.1	265.34	85.52	191.67	72.18	23.77	50.19	2.16	68.8	4.79	11.81	20.62	20.24	13.69	66.7	131.27	154.95	161.16	187.66	44.08	96.73	156.08	154.11	234.37	304.71	328.85	251.86	348.44	169.22	91.32
PF3D7_0106800	PF3D7_0106800.1	37.18	279.13	292.14	14.17	67.83	66.35	262.54	137.67	79.38	49.44	21.88	11.39	5.66	22.25	4.76	3.23	9.66	35.17	169.85	107.81	68.48	34.06	10.33	4.05	11.67	83.94	47.8	163.53	173.69
PF3D7_0106900	PF3D7_0106900.1	5.35	26.59	42.47	0.79	2.96	3.98	3.64	10.93	0.95	1.17	9.98	5.05	1.5	12.94	4.52	2.22	1.57	7.73	67.41	60.71	24.11	58.09	14.1	4.07	4.36	107.63	35.17	174.84	192.94
PF3D7_0107000	PF3D7_0107000.1	54.69	377.77	542.38	10.97	46.83	65.78	613.66	193.29	276.1	132.87	69.05	36.23	3.98	33.2	15.76	8.49	6.98	26.09	385.74	239.55	91.01	63.86	18.6	6.6	10.41	224.66	72.98	366.43	394.81
PF3D7_0107100	PF3D7_0107100.1	4.08	9.19	44.42	0.6	2.3	8.32	8.36	2.2	5.22	3.15	5.38	4.31	26.08	1.13	1.37	0.64	0.72	7.78	13.04	24.43	25.14	2.54	1.44	0.31	2.89	39.7	23.38	31.54	14.19
PF3D7_0107200	PF3D7_0107200.1	3.89	10.54	77.09	0.41	1.63	9.59	31.14	4.26	23.75	3.55	1.49	3.91	2.61	0.73	0.3	0.44	0.21	7.8	11.14	25.06	17.61	1.74	1.31	0	2.34	42.97	25.22	29.49	11.46
PF3D7_0107300	PF3D7_0107300.1	3.97	3.92	6.74	0	1.47	5.96	7.2	6.6	10.81	25.61	49.72	2.14	254.8	6.31	2.19	2.26	1.38	1.34	6.73	4.49	1.76	3.4	1.98	2.12	1.63	5.97	1.56	4.48	8.84
PF3D7_0107400	PF3D7_0107400.1	5.53	17.58	37.07	25.14	3.79	2.62	35.94	12.08	62.74	19.04	6.26	19.44	7.65	5.36	2.15	3.55	1.53	2.75	47.24	45.53	20.03	7.85	2.97	1.94	0.95	46.8	9.27	60.5	41.4
PF3D7_0107500	PF3D7_0107500.1	713.97	262.84	204.95	87.89	31.35	25.09	15.12	74.73	5.84	7.33	47.23	5.51	43.64	537.61	493.35	424.37	381.28	300.97	73.64	150.04	247.95	986.09	950.38	735.33	653.01	343.39	480.8	229.35	124.34
PF3D7_0107600	PF3D7_0107600.1	0.76	0.85	0.53	0.26	0.15	0.24	0.4	0.63	0.49	1.19	3.69	0.18	93.87	2.23	1.87	1.78	0.96	1.34	1.66	1.47	0.95	5.06	5.15	3.18	1.77	2.45	1.22	2.37	6.59
PF3D7_0107700	PF3D7_0107700.1	3.89	17.21	54.04	0	2.31	4.72	2.93	2.19	1.13	0.66	22.26	1.58	36.97	3.54	1.43	1.06	0.41	9.16	28.44	37.91	23.34	9.06	4.04	2.92	2.27	62.23	30.93	59.71	34.13
PF3D7_0107800	PF3D7_0107800.1	5.81	26.32	86.89	0.29	2.18	6.8	1.22	7.08	1.42	1.63	5.44	11.6	22.72	5.02	2.35	1.97	8.51	33.38	58.53	62.34	43.68	11.69	4	9.22	41.46	123.22	88.42	127.71	78.36
PF3D7_0107900	PF3D7_0107900.1	33.01	45.32	183.22	5.19	3.3	11.97	38.51	9.69	35.06	11.33	14.85	12.32	3.49	5.01	5.16	31.32	67.9	98.51	53.32	90.19	97.79	14.91	12.03	78.74	240.08	197.86	227.6	191.61	95.16
PF3D7_0108000	PF3D7_0108000.1	209.19	650.38	861.07	40.14	83.75	138.46	674.16	272.44	139.19	59.88	31.95	71.05	4.12	72.84	85.25	114.32	149.99	247.07	610.33	513.12	365.76	98.55	84.46	151.63	251.89	483.55	345.64	686.49	664.15
PF3D7_0108100	PF3D7_0108100.1	6.06	20.18	41.2	0.81	2.77	4.37	10.64	8.31	5.8	14.17	15.77	10.65	2.6	3.34	1.95	2.74	1.79	5.9	28.2	22.53	13.45	7.2	1.78	1.37	3.45	20.8	12.02	38.08	30.57
PF3D7_0108300	PF3D7_0108300.1	424.73	232.96	315.93	67.94	32.09	46.28	5.9	134.2	11.47	27.53	58.91	21.39	88.54	380.76	502.28	485.8	470.13	526.89	203.79	301.29	409.87	669.07	852.31	759.26	778.21	531.1	743.66	455.17	320.54
PF3D7_0108400	PF3D7_0108400.1	110.27	29.32	61.4	21.55	5.16	4.27	33.93	6.7	49.29	18.77	14	11.37	5.13	44.97	46.81	43.99	42.08	58.55	26.35	35.62	47.08	94.7	88.57	64.09	85.5	65.19	74.15	50.33	31.18
PF3D7_0108400	PF3D7_0108400.2	110.27	29.32	61.4	21.55	5.16	4.27	33.93	6.7	49.29	18.77	14	11.37	5.13	44.97	46.81	43.99	42.08	58.55	26.35	35.62	47.08	94.7	88.57	64.09	85.5	65.19	74.15	50.33	31.18
PF3D7_0108500	PF3D7_0108500.1	3008.36	853.49	60.7	772.98	184.28	34.24	46.1	62.92	27.09	41.95	42.65	0.69	4.24	5559.85	5980.48	3274.06	1295.24	362.98	38.28	91.44	191.02	3665.16	3409.71	1704.95	488.71	70.43	139.6	47.74	43.93
PF3D7_0108600	PF3D7_0108600.1	1191.04	300.24	91.95	4635.38	1318.68	96.5	34.55	30.56	15.84	23.51	16.95	6.63	2.26	3.65	1.49	2.79	1.02	2.83	26.76	33.52	14.65	9.62	6.25	5.86	6.22	50.31	11.3	70.25	42.34
PF3D7_0108700	PF3D7_0108700.1	102.97	116.95	202.73	15.31	13.42	27.2	8.7	89.64	8.78	18.13	12.65	9.08	18.06	33.02	74.73	123.18	138.73	117.72	184.04	146.95	118.5	78.71	121.89	210.83	235.13	200.33	205.31	321.12	293.89
PF3D7_0108800	PF3D7_0108800.1	23.99	48.08	86.61	2.57	4.53	5.6	72.56	21.87	30.35	7.21	8.24	6.12	4.86	12.58	4.88	9.7	14.87	32.03	63.1	71.52	34.56	24.33	15.46	18.99	43.77	100.07	51.46	109.43	75.6
PF3D7_0108900	PF3D7_0108900.1	13.33	28.48	1.05	0	0.73	0	0	13.59	8.66	3.28	3.71	0	49.3	555.21	103.03	37.09	6.23	4.84	14.76	2.26	5.08	1207.1	422.08	58.19	13.27	2.5	6.5	0.36	123.26
PF3D7_0109000	PF3D7_0109000.1	535.69	1692.56	9.11	66.22	184.24	1.5	4.74	112.13	384.59	163.81	137.07	5.52	227.56	1753.72	359.93	58.39	19.27	6.24	24.95	2.77	9.06	1510.13	508.75	64.28	14.68	7.22	5.09	5.72	154.47
PF3D7_0109100	PF3D7_0109100.1	50.09	102.15	1.37	5.53	10.19	0.75	0.21	10.75	9.25	41.04	55.69	0.48	15.34	88.13	15.68	5.38	3.23	2.36	1.93	1.17	1.47	77.45	25.68	9.42	4.42	1.94	2.74	1.62	8.48
PF3D7_0109200	PF3D7_0109200.1	18.36	52.98	119.79	4.44	13.22	26.31	55.85	12.2	24.81	10.23	8.96	10.72	1.27	4.15	3.87	7.23	9.79	26.62	36.87	38.19	29.54	12.8	7.92	18.71	41	91.92	69.15	80.71	68.91
PF3D7_0109300	PF3D7_0109300.1	2.02	4.19	12.29	7.51	25.43	26.24	3.31	2.12	12.3	3.09	943.82	225.47	565.98	20.66	19.97	23.4	16.24	29.95	43.49	59.4	32.67	6.69	3.71	3.64	2.08	52.58	7.29	53.38	40.36
PF3D7_0109400	PF3D7_0109400.1	23.82	39.18	180.43	1.95	4.78	25.5	149.7	45.45	487.64	196.15	57.24	88.2	16.56	25.06	21.4	17.49	34.78	150	61.89	169.24	237.18	31.28	26.95	27.4	65.29	217.73	197.98	127.23	56.62
PF3D7_0109500	PF3D7_0109500.1	115.95	67.81	151.24	24.57	12.15	32.87	105.43	26.13	28.17	224.66	124.23	13.04	36.1	29.26	77.96	138.48	196.84	166.15	114.7	138.75	155.72	20.47	39.11	106.52	135.89	107.76	108.05	89.97	78.5
PF3D7_0109600	PF3D7_0109600.1	34.57	8.36	86.56	3.76	1.46	6.31	16.73	4.29	49.62	41.29	8.69	38.81	0.91	12.05	20.73	28.16	36.49	67.28	21.28	74.26	94.48	14.88	32.7	43.58	57.24	111.7	77.59	50.84	28.53
PF3D7_0109700	PF3D7_0109700.1	19.68	2.34	7.47	1.21	0.33	0.42	26.97	5.4	25.09	7.2	187.59	62.2	106.21	69.35	191.42	305.19	224.24	200.19	51.88	84.97	112.15	246.72	646.82	896.87	755.82	280.11	493.12	235.03	147.11
PF3D7_0109800	PF3D7_0109800.1	256.2	77.56	186.72	23.77	9.78	17.02	44.8	24.09	10.38	8.34	26.92	49.63	11.58	22.35	83.71	111.72	105.68	92.93	73.72	81.05	78.43	54.46	126.76	180.63	183.65	134.55	146.27	147.62	101.25
PF3D7_0109850	PF3D7_0109850.1	13.3	75.09	53.7	7.1	18.88	25.71	38.42	43.26	3.93	1.14	0.41	0.9	1.51	10.65	1.75	0.94	0.37	0.53	88.32	33.49	4.28	25.52	7.19	0.85	0.59	18.72	1.45	74.05	117.23
PF3D7_0109950	PF3D7_0109950.1	33.21	153.71	251.8	1.69	11.99	24.25	86.68	49.58	65.2	3.94	16.19	20.46	0.97	9.18	2.91	4.95	9.11	33.28	91.13	79.74	55.88	24.88	6.46	17.13	43.41	134.15	85.7	176.31	147.43
PF3D7_0110000	PF3D7_0110000.1	22.45	75.89	159.63	21.03	14.71	61.52	48.73	30.76	1609.43	595.34	161.29	7.96	19.11	47.71	59.06	46.41	45.91	64.88	79.73	102.03	113.53	47.32	56.7	50.64	50.51	107.58	94.87	107.65	70.79
PF3D7_0110100	PF3D7_0110100.1	30.88	15.51	61.62	8.76	12.92	31.9	4.2	8.21	12	6.12	12.93	8.86	22.79	2.88	10.73	21.32	28.62	32.99	23.4	38.41	38.88	5.74	17.64	51.65	61.49	70.03	60.44	64.09	33.52
PF3D7_0110200	PF3D7_0110200.1	14.24	25.66	65.95	6.12	2.54	5.84	40.19	8.54	29.34	8.42	19.64	13.17	15.5	7.86	12.45	28.69	38.2	72.95	80.9	91.31	80.52	17.42	19.55	48.85	88.25	158.66	134.79	143.06	101.89
PF3D7_0110300	PF3D7_0110300.1	9.22	0	10.8	7.79	18.84	42.39	11.29	5.93	4.72	2.87	1.9	1.59	0.88	10.79	20.52	28.01	20.22	42.26	31.54	29.53	26.04	24.67	68.44	90.4	132.88	56.95	63.47	51.52	41.17
PF3D7_0110400	PF3D7_0110400.1	372.12	95.17	275.48	88.73	20.68	62.05	40.87	17.34	53.23	26.48	45.25	25.78	5.58	76.41	243.07	387.9	331.86	336.24	210.01	276.39	293.15	173.01	471.85	693.12	663.6	436.71	492.25	457.2	270.52
PF3D7_0110500	PF3D7_0110500.1	20.46	25.31	72.68	3.07	3.13	7.71	3.53	19.2	9.84	14.23	9.4	11.28	5.29	26.57	24.38	48.06	74.94	112.87	57.47	117.94	133.66	59.08	48.72	90.87	164.51	202.5	206.77	182.95	98.21
PF3D7_0110600	PF3D7_0110600.1	379.46	189.98	194.07	73.61	34.09	32.47	5.96	49.91	8.94	33.16	35.05	15.12	55.92	218.01	227.1	227.53	178.06	145.36	108.22	118.9	126.07	314.42	315.1	274.87	226.05	157.38	175.36	176.82	145.7
PF3D7_0110700	PF3D7_0110700.1	28.5	45.82	214.57	2.76	5.36	26.51	146.97	27.91	56.93	21.13	21.99	12.29	5.4	37.76	20.74	14.93	15.97	60.82	84.22	239.21	180.7	55.08	28.84	20.63	30.49	338.73	132.49	222.16	71.42
PF3D7_0110800	PF3D7_0110800.1	269.9	234.95	246.31	61.97	49.44	47.6	40.07	33.55	69.58	26.39	31.77	12.54	49.26	186.04	164.98	146.91	154.48	260.26	91.81	208.46	274	213.74	205.81	181.64	214.57	290.18	317.16	194.84	80.7
PF3D7_0110900	PF3D7_0110900.1	22.13	8.72	55.65	25.99	18.83	28.59	13.45	5.9	6.94	0.65	8.64	13.05	2.26	1.95	9.49	32.38	60.87	115.56	16.85	59.76	102.2	5.11	18.76	91.88	180.69	172.71	192.01	80.15	26.15
PF3D7_0111000	PF3D7_0111000.1	11.47	59.29	39.46	3.6	11.96	8.65	1	49.46	2.52	8.78	59.01	4.29	2.69	17.59	4.86	2.43	1.44	2.83	34.58	25.95	13.7	51.49	14.48	5.03	3.22	44.68	10.75	61.88	75.8
PF3D7_0111200	PF3D7_0111200.1	1.18	17	43.53	0.87	1.79	2.61	24.79	5.28	8.4	1.91	3.36	5.77	14.77	5.95	2.91	3.23	0.88	9.62	31.26	36.96	21.46	10.98	1.85	1.36	4.55	44.43	25.92	84.06	53.79
PF3D7_0111300	PF3D7_0111300.1	9.33	63.79	119.84	0.51	3.82	6.91	6.34	29.96	5.36	3.63	21.62	23.99	5.91	15.23	7.49	8.36	6.44	41.24	137.13	138.62	78.28	54.93	14.23	3.75	18.68	241.33	134.13	314.43	286.47
PF3D7_0111400	PF3D7_0111400.1	7.93	43.23	102.81	0.17	4.01	7.1	2.73	12.68	3.73	3.61	19.48	16.99	7.61	10.42	4.1	4.38	3.37	29.64	91.28	88.78	53.3	30.93	12.52	5.78	14.25	160.12	96.04	222.88	179.73
PF3D7_0111500	PF3D7_0111500.1	42.14	419.38	205.01	8.16	65.2	33.59	74.24	89.05	17.21	7.1	6.06	10.4	2.44	173.38	19.92	10.55	7.25	44.6	165.61	158.09	122.76	223.79	64.07	14.16	22.77	207.54	107.07	223.95	384.42
PF3D7_0111600	PF3D7_0111600.1	10.25	8.41	21.81	2.81	2.04	1.47	8.14	2.98	3.96	1.53	2.22	1.61	0.44	5.21	13.48	51.38	76.15	92.59	60.9	83.43	77.59	5.68	9.65	54.13	75.58	77.65	71.52	65.34	39.41
PF3D7_0111700	PF3D7_0111700.1	0.44	1.29	6.38	0	0.36	2.29	2.23	0.27	0.54	0.08	0.2	0.31	0.2	2.26	5.1	21.27	21.52	31.62	22.73	31.4	22.2	6.56	9.69	44.2	68.12	53.85	48.83	59.94	40.51
PF3D7_0111800	PF3D7_0111800.1	20.04	33.07	144.54	3.31	6.64	20.42	7.59	9.82	3.33	5.61	19.23	5.03	7.58	7.09	4.94	22.74	60.47	136.17	73.06	124.66	134.39	32.93	17.97	109.15	346.72	413.83	480.11	356.37	172.07
PF3D7_0111900	PF3D7_0111900.1	115.04	336.91	686.65	7.24	19.91	36.12	266	129.25	76.37	38.73	39.68	34.68	3.5	32.33	23.82	44.17	54.75	139.43	222.27	283.9	206.95	126.91	66.22	98.59	274.85	624.98	417.06	695.17	569.04
PF3D7_0112000	PF3D7_0112000.1	45.12	49.13	147.37	7.14	3.1	13.42	30.6	14	5.63	3.12	2.7	6.61	1.19	4.26	9.57	19.48	22.19	38.57	39.22	60.9	48.63	19.5	22.08	45.8	68.57	144.78	87.43	122.06	70.01
PF3D7_0112100	PF3D7_0112100.1	23.99	2.46	1.97	3.67	0	0	0.42	0	0.44	0.4	0	0.55	0.98	1.45	6.78	8.99	4.08	1.61	0.13	0.34	0.54	2.87	32.46	16.46	9.05	2.18	2.92	1.75	5.88
PF3D7_0112200	PF3D7_0112200.1	12.37	45.9	163.49	2.04	3.88	13.92	7.03	19.98	0.24	0.08	2.3	0.43	0.39	3.18	1.44	6.72	20.5	76.43	62.31	121.49	115.85	9.56	3.47	18.32	70.41	215.84	160.66	172.83	70.39
PF3D7_0112300	PF3D7_0112300.1	7.37	4.82	8.55	2.77	0.16	0.61	10978.15	8865.47	5793.1	22842.81	321.82	1686.89	2346.62	2156.05	2121.12	2443.48	2803.41	2512.37	3122.88	2370.17	1873.95	57.75	32.25	41.85	58.21	49.71	28.09	101.59	64.68
PF3D7_0112500	PF3D7_0112500.1	0	0	1.98	0	0	0	2.92	2.3	9.14	24.98	11.25	50386.36	99507.52	0.84	3.61	1	1.28	15.81	8.66	15.49	9.34	0	0	0	0	1.51	4.34	0	6.79
PF3D7_0112700	PF3D7_0112700.1	8.89	7.25	13.61	2.36	1.28	1.83	923.93	15183.3	6923.67	12271.88	4557.15	7609.4	13080.38	9165.74	8780.36	6655.05	7895.59	8239.94	11976.87	8611.17	7275.63	952.37	685.38	577.78	1205.63	728.46	398.59	1118.21	765.59
PF3D7_0112800	PF3D7_0112800.1	26.39	8.87	5.68	4.25	1.79	0.9	0.46	0.36	4.47	6.88	10.5	10.26	35.9	16.97	39.34	22.24	9.93	8.26	10.21	5.34	5.33	46.75	94.16	54.3	25.39	12.1	14.11	10.19	16.82
PF3D7_0112900	PF3D7_0112900.1	8.33	25.39	2.15	8.92	3.02	10.02	0.3	0.32	0.21	0.17	1.18	0.64	3.74	35.61	11.58	5.51	2.32	2.21	3.81	3.66	2.41	61.22	28.66	8.14	6.31	5	3.04	4.43	11.46
PF3D7_0113000	PF3D7_0113000.1	97.6	19.98	173.68	8.15	2.76	13.69	12.25	83.22	12.92	3.86	118.01	3.7	8.95	40.5	549.09	1393.39	1168.3	544.51	89.63	592.34	979.69	53.28	600.22	1558.84	827.28	1264.32	948.93	437.17	99.46
PF3D7_0113100	PF3D7_0113100.1	0.2	0.55	0.62	0	0.23	0.13	0.08	0.44	0.54	0.62	1.07	0.47	2.16	4.1	5.04	3.32	1.74	6	8.34	12.39	14.45	5.55	10.12	4.1	3.26	41.17	22.37	38.25	30.61
PF3D7_0113200	PF3D7_0113200.1	35.11	119.01	263.42	4.28	14.53	31.1	13.42	71.88	4.36	5.71	7.28	1.53	0.96	11.03	5.73	12.28	16.64	80.09	31.21	57.42	105.07	23.72	8.11	13.68	62.34	114.25	172.07	86.27	58.29
PF3D7_0113300	PF3D7_0113300.1	579.34	9.26	26.66	91.57	1.69	3.74	7.4	2.11	0.96	4.09	27.98	1.65	1.18	110.03	414.66	333.62	125.33	34.74	6.91	15.69	22.83	188.05	497.01	378.55	131.75	24.16	37.59	17.31	11.39
PF3D7_0113400	PF3D7_0113400.1	2.56	1.22	0.6	0.27	0.17	0.35	0.21	0.49	5.02	5.87	1.6	0.52	1.84	3.23	9.84	5.55	9.02	14.47	6.12	10.97	12.25	9.56	34.69	28.34	31.57	23.72	32.45	20.59	20.19
PF3D7_0113600	PF3D7_0113600.1	5.21	0.33	0.27	1.18	0.14	0.17	0	0.11	0.5	0.4	1.77	0.17	2.36	125.21	394.76	191.49	39.32	8.04	1.85	3.41	5.44	234.73	851.64	336.35	55.7	6.53	10.77	4.99	6.87
PF3D7_0113700	PF3D7_0113700.1	430.56	16.33	30.21	94.27	3.06	7.34	7.53	2.11	5.22	4.04	36.8	5.73	2.16	159.36	464.75	539.56	244.89	124.51	15.68	40.64	72.74	242.79	727.81	608.14	314.29	91.54	142.35	42.44	23.07
PF3D7_0113800	PF3D7_0113800.1	1.81	0.56	0.99	0.19	0.12	0.27	0.31	0.34	0.32	0.24	0.58	0.16	10.19	5.21	10.65	22.91	26.23	14.47	7.17	3.89	8.82	18.5	17.97	57.27	37.22	12.16	20.81	7.92	33.27
PF3D7_0113900	PF3D7_0113900.1	493.4	23.53	20.07	39.31	7.16	8.09	20.89	12.34	3.64	22.37	95.52	0.65	1.22	141.23	532.43	471.54	150.56	51.32	23.18	16.93	14.72	437.95	1491.65	841.26	322.3	35.18	67.01	42.25	62.6
PF3D7_0114000	PF3D7_0114000.1	8.78	1.18	1.52	2.25	0.18	0.4	0.29	10.03	12.5	38.19	17.23	4.58	8.22	30.39	53.12	39.8	44.89	22.34	9.33	6.88	10.65	39.48	53.61	58.32	27.14	7.39	13.21	10.49	16.14
PF3D7_0114100	PF3D7_0114100.1	0	0.66	0	1.1	0	0	14	0.49	1.14	0.22	0	0.1	0.36	0.8	1.16	6	11.16	15.18	2.26	2.54	11.96	2.55	0.86	4.62	12.5	8.54	14.66	1.29	3.08
PF3D7_0114200	PF3D7_0114200.1	0	0	0	0	0	0	0	0.94	0	0.85	0	0	0.23	0	0.12	0	0	0	0	0	0	0	0	0	0	0.21	0	0	3.69
PF3D7_0114300	PF3D7_0114300.1	0	0	0	0	0	0	1.29	0.34	0.23	2.26	1.66	0	2.36	0	0.13	0.45	0.09	0.41	0.45	1.23	0.14	0.59	0	0.87	0.73	3.58	0.43	0.89	4.27
PF3D7_0114400	PF3D7_0114400.1	0	0	0	0.53	0	0	0.15	1.18	0.31	0.14	0	0	2.24	0.26	0.19	0.21	0.2	0.86	0.58	0.31	0.29	0.41	0.21	0	0.68	0.31	2.23	0.47	2.97
PF3D7_0114500	PF3D7_0114500.1	0.5	0.41	0	1	0	0.26	0.58	2.13	2.02	1.29	38.93	13.35	16.34	15.61	5.5	9.05	30.44	104.1	8.89	9	19.42	0.79	0.8	2.87	185.51	7	63.21	2	6.07
PF3D7_0114600	PF3D7_0114600.1	0	0.47	0	0	0	0.73	0.22	0	0	0.1	0	0	2.75	0.13	0	0	0	0.42	0.13	0.45	0.99	0	0	0	0.25	0.46	0.22	0.69	4.1
PF3D7_0114700	PF3D7_0114700.1	0	0	0.29	0	0	0	0	0	0	0	0	0	2.16	0	0	0	0	0.14	0	0	0	0	0	0	0	0	0	0.44	4.96
PF3D7_0114750	PF3D7_0114750.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	2.72
PF3D7_0114800	PF3D7_0114800.1	0	0	1.44	0	0	0	0	0	0	0	3.66	0	0	0	0.2	0.23	0.43	0	0	0	0	0	0	0.44	0.37	0	0.65	0	0.38
PF3D7_0114900	PF3D7_0114900.1	0	0	0.55	0	0	0	0	0	2.04	0.62	6.16	0	1.78	0.75	0.2	0.22	0	0	0.39	0	0	0	0	0	0	0	0	0	0
PF3D7_0115000	PF3D7_0115000.1	0.62	0.06	0.33	0.19	0	0	0	0.9	1.24	2.27	0.69	0.13	3.87	0.94	1.29	4.89	29.44	36.32	5.11	8.65	20.52	1.42	1.97	18.32	74.55	30.22	64.22	18.17	12.51
PF3D7_0115050	PF3D7_0115050.1	0	6	0	0	0	1.93	28.36	11.17	48.91	22.27	1.94	3700.8	48.58	3.25	0.88	0	3.12	5.43	13.48	33.03	19.08	0	0	0	1.6	2.94	2.81	0	1.65
